dimension_type,series_type,label,label_key,group_label,adds,removes,window_net,total_moves,early_avg_net,late_avg_net,momentum_delta,sample_apps
tag,raw-tag,Story Rich,story rich,Adventure & Story,38,20,18,58,0.7500,0.3750,-0.3750,"Ovidius (Blood for Love), TEKKEN 8, Xenonauts 2"
tag,raw-tag,Strategy,strategy,Strategy & Management,37,30,7,67,0.5000,0.2500,-0.2500,"Subliminal, 矮人炮弹 Dwarven Cannonball, 100FRIENDS"
tag,raw-tag,Strategy RPG,strategy rpg,Other,3,4,-1,7,-0.1250,-0.1250,0.0000,"Power Of The Horde, Explosive Track - Crazy Action Arcade Racing, Last Warrior Arena"
tag,raw-tag,Stylized,stylized,Visual & Format,43,33,10,76,0.3750,-0.1250,-0.5000,"Drunkslop: Pub crawl COOP, Luminids, Quack Hunters"
tag,raw-tag,Submarine,submarine,Other,1,1,0,2,0.0000,-0.1250,-0.1250,"What'Sub, Scrap Diver"
tag,raw-tag,Superhero,superhero,Other,0,2,-2,2,0.0000,-0.1250,-0.1250,"Taimanin Squad, Hyperlane Highway"
tag,raw-tag,Supernatural,supernatural,Other,9,5,4,14,0.1250,0.2500,0.1250,"The Floor Above, The Posthumous Investigation, The Worlds of Narayana VR"
tag,raw-tag,Surreal,surreal,Other,15,9,6,24,0.3750,0.1250,-0.2500,"Chronos Trap in Time, Xenonauts 2, Consumables"
tag,raw-tag,Survival,survival,Other,26,13,13,39,0.2500,0.7500,0.5000,"Drunkslop: Pub crawl COOP, Quack Hunters, Frontier Ferris For Adventurers"
tag,raw-tag,Survival Horror,survival horror,Other,11,13,-2,24,-0.2500,-0.1250,0.1250,"Before the Silence Claims: In Absentia, Nested Lands, Subliminal"
tag,raw-tag,Swordplay,swordplay,Other,3,2,1,5,0.0000,0.2500,0.2500,"Fear Faith, Indignum, UP TO THE SKY"
tag,raw-tag,Tabletop,tabletop,Other,5,5,0,10,0.0000,0.0000,0.0000,"Double Dealers, 卜卦 / Divination, Snooker Billiard"
tag,raw-tag,Tactical,tactical,Other,21,21,0,42,0.0000,0.2500,0.2500,"Explodey Towers, One More 6ix, Power Of The Horde"
tag,raw-tag,Tactical RPG,tactical rpg,Other,9,3,6,12,0.0000,0.1250,0.1250,"Xenonauts 2, The Specimen, Battle Brewers"
tag,raw-tag,Tanks,tanks,Other,3,0,3,3,0.3750,0.0000,-0.3750,"Hoverise Rebellion, Celestial Fragments, Splash Adventure: The Maze of Morla"
tag,raw-tag,Team-Based,team-based,Other,6,5,1,11,-0.2500,0.3750,0.6250,"Dodge-imals, Tank Havoc, What'Sub"
tag,raw-tag,Text-Based,text-based,Other,11,7,4,18,-0.2500,0.2500,0.5000,"Love vs Lust: The story of a Gigolo, The Vault, Under Protocol"
tag,raw-tag,Third Person,third person,Action & Combat,20,14,6,34,0.6250,-0.3750,-1.0000,"Nested Lands, Pigeon: A Love Story, BROKEN SOUL : Boss Rush"
tag,raw-tag,Third-Person Shooter,third-person shooter,Other,6,4,2,10,0.0000,0.0000,0.0000,"胶囊军团, Master of Chaos, Streets of Miami VR"
tag,raw-tag,Thriller,thriller,Other,11,7,4,18,-0.1250,0.1250,0.2500,"Before the Silence Claims: In Absentia, The Floor Above, Under Protocol"
tag,raw-tag,Time Attack,time attack,Other,4,0,4,4,0.0000,0.3750,0.3750,"FZ: Formation Z, Zigdig, forever-happy-town"
tag,raw-tag,Time Management,time management,Other,7,7,0,14,0.1250,-0.2500,-0.3750,"With Me: Aquatic Time, What'Sub, Idle AI Factory"
tag,raw-tag,Time Manipulation,time manipulation,Other,1,3,-2,4,-0.1250,-0.1250,0.0000,"Purgatory Survivors, Hyperlane Highway, Law of Demons"
tag,raw-tag,Top-Down,top-down,Action & Combat,28,15,13,43,0.8750,-0.2500,-1.1250,"Chess Kingdom, polity, Divine Orbit"
tag,raw-tag,Top-Down Shooter,top-down shooter,Other,4,7,-3,11,0.2500,-0.3750,-0.6250,"Zigdig, 100FRIENDS, Lands of Fury"
tag,raw-tag,Touch-Friendly,touch-friendly,Other,0,1,-1,1,0.0000,0.0000,0.0000,Back To The Collis
tag,raw-tag,Tower Defense,tower defense,Other,6,3,3,9,0.0000,0.0000,0.0000,"矮人炮弹 Dwarven Cannonball, Warnet, END US"
tag,raw-tag,TrackIR,trackir,Other,1,0,1,1,0.0000,0.0000,0.0000,Sensory Overload
tag,raw-tag,Trading,trading,Other,4,6,-2,10,-0.2500,0.0000,0.2500,"Double Dealers, Fantasy Ore Shop, Rooftop Garden"
tag,raw-tag,Trading Card Game,trading card game,Other,0,1,-1,1,-0.1250,0.0000,0.1250,BULK
tag,raw-tag,Traditional Roguelike,traditional roguelike,Other,4,2,2,6,-0.1250,0.3750,0.5000,"Chronos Trap in Time, Explodey Towers, Pop!chinko"
tag,raw-tag,Trains,trains,Other,0,2,-2,2,-0.1250,0.0000,0.1250,"Pop!chinko, shapez 2"
tag,raw-tag,Transhumanism,transhumanism,Other,1,2,-1,3,0.0000,0.0000,0.0000,"SWAPMEAT, Ashes of the Singularity II"
tag,raw-tag,Transportation,transportation,Other,1,4,-3,5,-0.1250,0.0000,0.1250,"4Wheel Challenge, Bloody Rally Show, Extreme Forklifting 3"
tag,raw-tag,Turn-Based,turn-based,Other,7,3,4,10,0.0000,0.3750,0.3750,"Xenonauts 2, Dread Admiral, Black Jacket"
tag,raw-tag,Turn-Based Combat,turn-based combat,Other,10,8,2,18,0.0000,-0.1250,-0.1250,"Eternal Hunger, 13 柱庭 Cabal 13, The Bed Above My Head"
tag,raw-tag,Turn-Based Strategy,turn-based strategy,Other,15,10,5,25,-0.1250,0.2500,0.3750,"Eternal Hunger, 13 柱庭 Cabal 13, Black Jacket"
tag,raw-tag,Turn-Based Tactics,turn-based tactics,Other,14,14,0,28,0.2500,0.1250,-0.1250,"星火燎原, 100FRIENDS, The Bed Above My Head"
tag,raw-tag,Tutorial,tutorial,Other,3,5,-2,8,-0.3750,0.0000,0.3750,"Chop Chains, The Worlds of Narayana VR, My Pet Hooligan"
tag,raw-tag,Twin Stick Shooter,twin stick shooter,Other,7,4,3,11,0.5000,-0.1250,-0.6250,"IRON SHADOW : Survival Protocol, Rogue Drone Hunter, Tank Havoc"
tag,raw-tag,Typing,typing,Other,0,1,-1,1,-0.1250,0.0000,0.1250,Drop Not Allowed
tag,raw-tag,Underground,underground,Other,1,2,-1,3,0.0000,0.0000,0.0000,"Bird Poo Game, Arenion, Field School"
tag,raw-tag,Underwater,underwater,Other,4,1,3,5,0.2500,0.2500,0.0000,"With Me: Aquatic Time, What'Sub, Super Chaos"
tag,raw-tag,Unforgiving,unforgiving,Other,2,0,2,2,0.1250,0.1250,0.0000,"Keep the Balance, Ball Pain"
tag,raw-tag,Utilities,utilities,Other,2,1,1,3,0.0000,-0.1250,-0.1250,"Terrafactory: Idle Planet, 卜卦 / Divination, HAELE 3D - Feet Poses Pro - Drawing References"
tag,raw-tag,Vampire,vampire,Other,2,1,1,3,0.0000,0.0000,0.0000,"Corner Clash, Frontier Ferris For Adventurers, Midnight Queue"
tag,raw-tag,Vehicular Combat,vehicular combat,Other,4,5,-1,9,-0.1250,0.0000,0.1250,"World of Warships, Harpoon Arena, Extreme Forklifting 3"
tag,raw-tag,Video Production,video production,Other,1,0,1,1,0.0000,0.0000,0.0000,HAELE 3D - Feet Poses Pro - Drawing References
tag,raw-tag,Villain Protagonist,villain protagonist,Other,2,0,2,2,0.2500,0.0000,-0.2500,"Mr. Sleepy Man, The Dark Queen of Mortholme"
tag,raw-tag,Violent,violent,Other,7,18,-11,25,-0.1250,-0.6250,-0.5000,"CardForge, Fear Faith, HOLY Intentions"
tag,raw-tag,Visual Novel,visual novel,Other,9,6,3,15,0.5000,0.1250,-0.3750,"Pretty Girl Puzzle · Summer Phantom, AIKO: AI Girlfriend 3D Life Sim, The Worlds of Narayana VR"
tag,raw-tag,Voxel,voxel,Other,1,2,-1,3,-0.1250,-0.1250,0.0000,"Dodge-imals, Long Drive North: Co-Op RV Simulator, Microlandia"
tag,raw-tag,VR,vr,Other,8,6,2,14,-0.2500,0.2500,0.5000,"Subliminal, The Worlds of Narayana VR, Attack on Titan 2 - A.O.T.2"
tag,raw-tag,Walking Simulator,walking simulator,Other,8,9,-1,17,-0.1250,0.2500,0.3750,"Before the Silence Claims: In Absentia, The Floor Above, Island of Giant Trees"
tag,raw-tag,War,war,Other,9,7,2,16,0.2500,0.1250,-0.1250,"Power Of The Horde, Riftborne, SIRENS"
tag,raw-tag,Wargame,wargame,Other,4,5,-1,9,0.0000,-0.2500,-0.2500,"Power Of The Horde, Warnet, Virtualord, The Virtual Conqueror"
tag,raw-tag,Werewolves,werewolves,Other,1,0,1,1,0.0000,0.0000,0.0000,Werewolf: The Inner Beast
tag,raw-tag,Wholesome,wholesome,Other,7,2,5,9,0.1250,0.2500,0.1250,"With Me: Aquatic Time, Cozy Cleaner, Tiny Ducks: Desktop Bath"
tag,raw-tag,Word Game,word game,Other,2,1,1,3,-0.1250,0.2500,0.3750,"Under Protocol, KeyBreach"
tag,raw-tag,World War II,world war ii,Other,0,1,-1,1,-0.1250,0.0000,0.1250,A Foreign World
tag,raw-tag,Zombies,zombies,Other,7,7,0,14,0.1250,0.0000,-0.1250,"UP TO THE SKY, KeepUp Survival, Fading Faith"
